tweet_id,content,label
tweet_10634,@peacefullvegan I LOVE PD! So fucking good! I wanted to try something new...I give it 2.5/5 stars. It's meh.,9
tweet_10635,Gotta get up early tomorrow...gotta be at work for 9,3
tweet_10636,"BGT was just amazing tonight, and threee amazing acts got sent home",7
tweet_10637,"@prd3000 Also, I am technologically challenged and have a cell phone that only makes phone calls.  Can't #tweetb4Ueat",4
tweet_10638,got my car back and excited/sad for the going away party I'm attending tonight. Dani is going back to Brazil...,7
tweet_10639,why on twitter does no one talk 2 me i know your all celebs and i'm nt but it's nice to be spoken to once in a while,1
tweet_10640,What happened to the warm?  I will commence pouting until it returns READYSETGO,1
tweet_10641,fridayyyyy!!.... but i'm working,1
tweet_10642,wishes it was this time last week,3
tweet_10643,@whitney_g my day just hasnt been the same without ur running conversation all day,1
tweet_10644,@LeesaB nooooooooooooooo! well the 4G will prob be out in June but that doesn't help u now,1
tweet_10645,Computer is packed away. There goes my life. Right into a cardboard box.,4
tweet_10646,@yellowflowers87 aww I don't want u to suffer  it's just Midol isn't working for me. Grrrrr I hate that stuff. But I love you tho.,6
tweet_10647,I am very bummed that there are no babydoll or spaghetti-strap tank Three Wolf Moon t-shirts. Love the meme; hate wearing a fabric box.,1
tweet_10648,@itstayloryall you didnt include Taylor in the &quot;Follow Friday&quot;,4
tweet_10649,Phoneless for the next couple of hours. No one to blame but myself.,4
tweet_10650,At home now. Feeling very tired. I want to take a nap but I can't.,8
tweet_10651,@britttnicole you don't like them?,3
tweet_10652,@AndreaaaB ooops! the last link is the same as the first! sry my mistake,4
tweet_10653,I need a job to keep me above waters...thought I had one but apparently its &quot;Casual&quot; so now on the search again,4
tweet_10654,@PerezHilton perez....... The YouTube video isn't working,3
tweet_10655,My flip flop just broke...walking in downtown seattle,4
tweet_10656,is a lil sad bc I wont be able toeat a hot dog and Big Kahuna cookie sandwich at the Ranger game tonight!,4
tweet_10657,GREG D: You should have cried too :L You could have got through!!   I still love you Greg. #BGT,6
tweet_10658,I'm trying to tag myself on @Jonasbrothers picture on facebook but it already has 50 tags.  lol,3
tweet_10659,@jonasbrothers pleaseeeee .. it was the only thing I wanted for my birthdayyyy!  please say happy birthday to me!,4
tweet_10660,I'm boredddd. The day has gone quick  I don't like it!,1
tweet_10661,"even though it's only 7am on Saturday morning, it feels like the weekend is already over. btw I'm awake because I had a bad dream..",10
tweet_10662,"Darn, I had one and it slipped right through my fingers",1
tweet_10663,@looloojoju aww  im ok been stuck on a coach coming back from nans today and its been lovely sunshine too  xx,6
tweet_10664,"Finally the school day ended, Friday Friday Friday w00t! But it's raining outside.",1
tweet_10665,i have a headache,4
tweet_10666,"nothing much on tv, seen most of the good stuff...think i'll go to bed soon, but it's too hot to sleep",0
tweet_10667,Heyya guys! does anyone know how to give formulas to create a sudoku? Please help,4
tweet_10668,soreeeee throattttttt,4
tweet_10669,Wish I had a laptop charger so I could tweet faster,1
tweet_10670,@Jonasbrothers i canï¿½t choose one  i love all the songs on LV&amp;TT;bt if u like... Read More: http://is.gd/JkVF,6
tweet_10671,is veryyy upset she cant go to hacienda tonight because the stupid nuggets game,1
tweet_10672,im feeling like ish!  i just wanna go home and go mimis,4
tweet_10673,ohhhh my feet ache,8
tweet_10674,"When you FEEL you can not LIVE without something is when IT is taken away.   Oh, to do it all over again with what I know now.    Movin ON",1
tweet_10675,got a super cold!,3
tweet_10676,@ceramicheart gonna go home and TRY to take a nap. I am emotionally exhausted   ... I will be in after.. &lt;3,4
tweet_10677,@hannybfirst wEe ArR SoWbUr i PrOmIsS. tHe StYoOpId FlYiNg ThInG hAzZuNt KuM OwT aGaNe. iTt Iz hYdInG sUmWaRe aNd LaRfFiNg aTt Us.,0
tweet_10678,Don't have the Will power to finish hour two of my work out,7
tweet_10679,"@man_wi_no_name nope!  the printer in the library didn't work, ill have to pass it in monday",3
tweet_10680,@donotrefreeze THAT'S A SHAME REALLY,4
tweet_10681,@McFlyingGirl  i got too do course work   i hate it it is hard this one,8
tweet_10682,"@Fortyisthenew20 i was stupid and didnt get it, now i cant find it.  i think i have to do ebay but that scares me",4
tweet_10683,"@abacab1975 I'm not sure which part you're replying to, lol - but BB starts soon",3
tweet_10684,Not babysitting tonight. I miss that kid.,6
tweet_10685,LUCY IS HATING ON MY GWEG!,8
tweet_10686,@yelyahwilliams you didn't include @itstayloryall in the &quot;Follow Friday&quot;,3
tweet_10687,@donnyosmond Were getting old Donny. I got one starting high school next yr and one going into the 7th. Where have the years gone?!,4
tweet_10688,"@g4tv Batman: Arkham Asylum, but I don't own a system that will play it, sadness",4
tweet_10689,Off home ill from work. This man flu is hell,1
tweet_10690,@avstansfield omg i had a meltdown when he died/actually died in real life  av got the box sets!,4
tweet_10691,"@thedinnerlady  I could never do that to one of my children, look what happened to Nina Zavaroni (sp) Brooke Shields and Drew Barrymore",3
tweet_10692,@emzyjonas i know they r lol i hope she does she said she will,3
tweet_10693,"wanted greg pritchard to go through     what a silly, sobby and hopelessly dull little girl hollie steel is?",1
tweet_10694,"@EshSoMajor how dare u? after all the love making we've made over email, im a stranger? u never replied",1
tweet_10695,@callmaggie After I water the plants I am headed to the farm. Don't have any popcorn for the goats   Katnip is looking good under saddle,4
tweet_10696,@MrAhrenSean lol! ok ok it is a little absurd... lol but my mini and open toe heels won't make it in this weather,9
tweet_10697,@NewMoon_addict yeah like super short  I guess I'll just have to hold my breath till Sunday.,7
tweet_10698,@dopey1972 I agree  pre decided I think...,3
tweet_10699,lost my keys at the mall... took me 45 mins to find them,1
tweet_10700,"Why would someone even do something like that, you gotta be pretty damn desperate for attention!!! lol poor keanu",4
tweet_10701,Whuuurrrrr - glands really swollen now. Guess the weekend's a blow out.,1
tweet_10702,nothing good on TV,1
tweet_10703,@raerica what?really? That sucks  http://myloc.me/20Yy,8
tweet_10704,@RedStarFuture awww NO. you're not ugly.,1
tweet_10705,@allysonrobinson ...as well as bell hooks Teaching to Transgress.  Sometimes I miss teaching &amp; messing with bad system.,1
tweet_10706,@karate_Kid congrats; im still jobless,4
tweet_10707,@moonfrye Working extra hours...,1
tweet_10708,@FakerParis boo. i got rained out at the beach.,3
tweet_10709,"Enjoying my pathetic tiny music collection, while rearranging my room. Still a little tired from shortening the grass, and that one frog",5
tweet_10710,@jen_dang my phone is still broken.  just come over whenever.,3
tweet_10711,@dimensionmedia @refreshboca? what is this? is everyone abandoning me?        ;-),4
tweet_10712,"@Impala_Guy Yeah unfortunately  The flight is most expensive.....the rest is not so bad - the flight is ca. USD 800 - 900,--",4
tweet_10713,@MamaKimi  hope he is ok!,4
tweet_10714,LOVED &quot;Drag Me To Hell&quot; and &quot;Up&quot;...yeah my Spend the Day Studying plan didn't happen,4
tweet_10715,"not sure if I can use my Neko tix for Sunday night.  may be offering them to someone else, you'll all be the first to know if interested",3
tweet_10716,Jsut F*@#$%&amp; got off work at Carowinds and am DEAD ASS TIRED!!!,11
tweet_10717,Grrr! My internet will be up and running next Wed  at least now I have a def. Answer!,11
tweet_10718,Moses and his girlfriend broke up!,4
tweet_10719,@MissTinaYao yea. I was off today luv. I shudve told u.   anything exciting happen yet. And I saw u last night,4
tweet_10720,"Feeling awful, new medication is making me nauseous",4
tweet_10721,Great first impressions about the little netbook- they only downside is there is no access hatch to upgrade the RAM,1
tweet_10722,@atkailash I know,3
tweet_10723,my tummy hurts,5
tweet_10724,@cherroke5780 UMMMNNN ummmnnn good thanks for letting me know earlier... I ate already,5
tweet_10725,I wanna be wif my boyfrannnnn,3
tweet_10726,395 votes for Hungary?What? But....but...the Nurburgring...  http://tinyurl.com/mtfye3,5
tweet_10727,Britain's got (good) Weather. I wish I had some of that over here.,3
tweet_10728,What? But....but...the Nurburgring...  why is it so good? http://tinyurl.com/krcamp,5
tweet_10729,@niccccolle what is it? i cant get onto bebo on this one!,5
tweet_10730,Just saw up with my favorites and surprisingly it was way too sad,1
tweet_10731,i have no followers,1
tweet_10732,"Sad that Gmail chat has died, so I can't help @natalidelconte",4
tweet_10733,Aww man I left all my laffy taffy's at work,3
tweet_10734,Its an undeniable truth.  I suck at talking to people.  No good at making a connection.  i come off as either strange or distant,1
tweet_10735,Hmm...what to make for dinner tonight???  No clue.  Don't feel like cooking anything    Hubby wants to go away tonight.,7
tweet_10736,It's Hollie spelt with an 'ie' not a y!! She made me cry on BGT tonight  Gxx,1
tweet_10737,@staceyviera I know. I was hoping to meet you tonite  &amp; I just found out a few min ago that we have a mutual friend Cuong H.,7
tweet_10738,"iigghhtt, just fur geet it. idc. idk. eh blah ugh. blah idk... hah..=] um yah.. immboredddd, ugh  ill just fuckitt",1
tweet_10739,"How did I give birth to a SCREAMER?? I hate screaming children!! I guess I hate screaming children besides my own, now.",1
tweet_10740,@BrandonJhon something we all need sometime,4
tweet_10741,Sunburn hurts!,8
tweet_10742,i don't feeeel good. :/ my head hurts. and i have too much homework to do.  schools no fun. :p hehe,4
tweet_10743,Anyone have some advice??? I need it!!,4
tweet_10744,@Japes_76 haha.  weird?!?  no sunshine for us,4
tweet_10745,I think the UPS web site hates me now. Still no Brewing supply package.  Held hostage at work by slow UPS delivery,8
tweet_10746,"@x_crazyangel oh noooo, did he not get through?",4
tweet_10747,Sorry if I'm confusing anyone. I keep forgetting to @reply. The desktop Twitterific  is not so terrific  Very different from iPhone app.,4
tweet_10748,@maraslj I miss you already   come visit me pleeeeease,4
tweet_10749,@yourboogiegirl DUDE. same.  it hurts,1
tweet_10750,@falselove OH THAT'S GOOD! My top 4 are: The Haunted House/Sound one; Bakery; Inside Ralphie's body; &amp; ..... I FORGET!!,1
tweet_10751,@Gracious_Greta That is so not good.  Your box is worth way more than that!,1
tweet_10752,@ShannonDae really? I hate the mobile twitter..its hard to tweet with a sidekick,8
tweet_10753,Doh. In a rush to get to the Puma Open and I just got pulled over. So sad.,1
tweet_10754,OooooOOOOO @golougo  but you just said you were dancin at home.  so doesn't that count?,5
tweet_10755,"@Impala_Guy In the past it was ok but since iï¿½ve got my own appartment, my own car........itï¿½s very difficult to save the money",1
tweet_10756,@yagulmez yea i just got outta one too....i want him back tho  but i feel the same way...i'm cool on dudes for a lil while,1
tweet_10757,I just stuck my finger down my throat and there are a bunch of bumps on my tongue &amp; throat.,4
tweet_10758,"Today is a sad day for Tucson: http://tr.im/mQ39 I shall miss the sour cream apple pie, fondue, and separate seating for groups with dogs",1
tweet_10759,dared to go back and look at that vid I made - I may take it down,6
tweet_10760,"mail came, still no inFAMOUS",4
tweet_10761,@PDX_Grenade The link 404'd.,3
tweet_10762,frustrated by my stupid iPhone I need a blackberry!!!!,8
tweet_10763,Darts and lunch at Horse Brass... but no beer for me  http://bmap.us/2134,4
tweet_10764,@jonsedar I'm jealous. I have so let it slip what with the baby and all. Not sure I could even do a half right now,4
tweet_10765,"i cant sleep, i dont deserve this .... N you know it",4
tweet_10766,OUCH!!!!!!!!!!!!!!!.........that really hurt!!!,4
tweet_10767,@arikhanson I think YOUR blog should've been on the list,6
tweet_10768,@sunleo727 I'll stop by for a bit when I'm off.  But have to rush to rehearsal - no quiet for me tonight.,4
tweet_10769,@JonasBrother_NJ Oh! I'm only in my 7   I just joined Twitter a few days ago....,3
tweet_10770,@AnimalBehavior_ sorry  i dead ass was gonna do that,1
tweet_10771,Another long day at Hallmark.,3
tweet_10772,@EidolonNight That's kinda sad. And they're poking me while they're at it. Huh.,4
tweet_10773,plans got ruined no blackstone  going to carnival tomorrow if the weather is good,1
tweet_10774,I hate watching the News. Why do such awful things happen?,8
tweet_10775,@opalbonfante Wonderful! Let me know what you think. Not light reading,9
tweet_10776,"@Amanda_Holden I must admit though, part of me didn't want her to get through so she wouldn't have to put herself through all that again.",4
tweet_10777,Traffic backed up inbound Lincoln tunnel,3
tweet_10778,@xxmarypoppinsxx OMG!!! That's a nightmare,5
tweet_10779,Getting ready for work.,3
tweet_10780,Wondering if i cld make things any worse than they already are... answer.. JUST DID!!!,4
tweet_10781,@rosskie good luck!!  OH and I are playing inthe mixed knockout this week. Playing the pros 14yr old son playing off 5 &amp; top woman off 6,7
tweet_10782,after 5pm and no email. looks like i'll be waiting at least until monday. boo.,4
tweet_10783,facebook is being a bitch,1
tweet_10784,"Yep, lost my bet to chris",1
tweet_10785,"Messed on these   But I'm makin' it right! @taraellis19, @dontennant, @elikamahony Best Holy Day wishes to you all!",1
tweet_10786,why do i even bother anymore? Everyone is makin me feel like im a waste of space,1
tweet_10787,"@Sarawkweird Hm, maybe Louise Rennison will break tradition and it will be out in October instead  I always order the UK versions anyway",3
tweet_10788,is cursing AB's wardrobe handles. One drew blood,0
tweet_10789,@dkmissie Without anyone,3
tweet_10790,Been job hunting for days. Media and non-media jobs. No lucky  Anyone know of anything???,4
tweet_10791,I feel like last night was a dream... Well I guess I should say nightmare.,1
tweet_10792,It's not gonna happen again,1
tweet_10793,@LezmirandaPOW *humming* hmmm hmmm hmmmm hmmmmmm Touched for the verry first time..... Hmmmm hmmmm hmmm hmm hmm mmm mmmmm ......,4
tweet_10794,@willem138 What happened to Dave?,3
tweet_10795,"I really should be doing something more productive, why am I not there yet?",4
tweet_10796,"@HilaryJ Not sure, but I CAN tell you what happens to a pre-chilled watermelon that you leave in your car  *in TX* for a week!   NOT GOOD",3
tweet_10797,Just got a call from my Realtor saying I have another showing on Sunday. No offers yet  but at least there is a lot of interest.,2
tweet_10798,@beccaschlagen Oh no!  I hope you find your kitten,4
tweet_10799,@skotcarruth i like it,7
tweet_10800,@McFrezco - whoa. &quot;sack chasing whores&quot; ? that is soo out of character for you to say that...  bring back my sweet Superman,4
tweet_10801,@bellware not an easy place for me to access   Task-based ux is something I've been thinking about. I'd like to hear the criticisms.,3
tweet_10802,i am braid free  i miss thee ... BLOND HERE I COME!!,1
tweet_10803,"I'm so sad, really really sad",1
tweet_10804,@xScarlett_x How did your Geo ISU go? I swear I just had the worse day ever..,4
tweet_10805,"@chasingsunshine I'm sorry, but you wrote that on a blackberry which means you loose any respect i had for you",4
tweet_10806,Waking up way to late = bad.  Getting yelled at for it later = worse.,4
tweet_10807,@snowed_in I loved that movie! And I miss Raul Julia.,9
tweet_10808,Damnit Day 26 is at Northpark mall..I use to live near there  someone steal Mike for meeee!,4
tweet_10809,&amp;not gonna lie. it's 60 degrees in here. thanks for leavin me your sweater molly. brrrrr,0
tweet_10810,I hate how MS makes me feel. I can't control my legs 2nite &amp; am in too much pain - it's driving me crazy  Anyone else get those moments?!!,4
tweet_10811,I need some DRANK &amp; &quot;GRAPE KONTAKT&quot; from my girlies  lol SOOOO SERIOUS!,2
tweet_10812,@TheNewMachine Haha. Yep. Ya got me,7
tweet_10813,@DFS_Ellen and she's 9.5 and a rescue.. bad hips.    She deserves pampering!  She's full of life though!!,2
tweet_10814,Didn't get chance to pick up my copy of Guitar Hero: Metallic yet,4
tweet_10815,scary cape guy,3
tweet_10816,"Yesterday I didn't do much because I was just lazy, but today I don't feel so good.",4
tweet_10817,@jonathanrknight  still no direct message for me. what the hell am I complaining about? i'll c ya in 27. if u don't answer i'll ask in 5*.,1
tweet_10818,OMggg. i just heard someone is gonna die on the new season of the secret life of the american teenager  noooo.,1
tweet_10819,As if the day couldn't get any worse! Am once again an involuntary audio audience to the (not so) domestic bliss emanating from next door,8
tweet_10820,@theycallmeTAP http://bit.ly/3oRh6 &lt;&lt; i miss music like this,1
tweet_10821,thinks his haircut isnt as bad as it looked yesterday.....  - still bad tho!,5
tweet_10822,"@TalentAgentLA unfort, i can't DM you b/c ur not following me",8
tweet_10823,@ThelovelyJ lmao back in queens now,9
tweet_10824,my little sister told me i have a double chin  aww,1
tweet_10825,surgery effin hurts,1
tweet_10826,"Damn Rain!!!!! Oh well, looks like the only football I'll experience today is the FA cup final!",3
tweet_10827,"@ScotDale i dont, i'm not allowed to vote  perants complain about the cost so dont let me vote. but i love his act its just so different",6
tweet_10828,At least it's Friday...working 'til 1:30AM,11
tweet_10829,I was expecting the sun to come out today. I guess that's not happening.,4
tweet_10830,@walksthesehills i will push it into the sea for you,8
tweet_10831,@YoUnGMaiine never stop in T1,3
tweet_10832,wants TFA back.  http://plurk.com/p/x2rgl,3
tweet_10833,@jordanknight all is quiet in twitterland 2day.,5
tweet_10834,just saw UP  it was a cute movie (:passed by a place called a peasants kitchen. wtf? that names kinda sad,9
tweet_10835,@Jesusfreak1900 probably.  sucks for you.,1
tweet_10836,@chaoszac *fretful look* Okay. But I think it's mumbling something. It's a bit muffled under the hat but it sounds like &quot;I need Lactose&quot;.,3
tweet_10837,@danieldececco Out of your car?! Oh no!,5
tweet_10838,"Im so done with this cold. I really wanna go out tonight, but i really dont feel like it.",3
tweet_10839,@ecopolitologist  Wow that is a scary statistic,5
tweet_10840,@xheiligsein We decided I'd probably forget I had it in my pocket and sit on it by accident,3
tweet_10841,"Omg, little kids with cancer is the saddest thing ever",4
tweet_10842,@GramaLindax4  Linda ~ What do you mean by your last post??  It doesn't sound good,0
tweet_10843,Lost a battle with the couch....phone has been blowing up,0
tweet_10844,@sjzara The little weeping nervous girl was put through... along with a 12 yr old quite good dancing boy. Greg the lovely singer came 3rd,3
tweet_10845,@PerezHilton oh that was said perez,3
tweet_10846,@ChrisGBaillie aaaawwww wont yr brother blip things for you  LOL,4
tweet_10847,new project @ work,3
tweet_10848,miss him way to much... just cnt stop thinking of him   nite nite folkkz...,1
tweet_10849,"Oh insomnia, I hate you. I'm bored of staring at my ceiling, cano go sleepnow please?",8
tweet_10850,OCHH ive got blister on my foot over the sun today its soo sore  i supose yas dnt care hah just thaught i tweet it anyways,4
tweet_10851,cookies and milk to make me feel better. thanks babe. still recuperating from last night.   http://yfrog.com/13izrj,9
tweet_10852,"ï¿½ miss my future, ï¿½ wanna see her  ï¿½ for damn sure don't wanna wait til monday",4
tweet_10853,At drs again,1
tweet_10854,Soaked in the rain in 30 seconds and I wasn't even hiking 8.4 miles with 2.5 miles in the rain like last weekend.,3
tweet_10855,"Holy cow! Archie Andrews finally marries Veronica Lodge.This is not what I thought will eventually happen in my 6th grade  Awww...bad, bad",5
tweet_10856,rec game....trying not to cry...the pain is to much..i need him...can't lose him &lt;/3...my heart is breakingg,1
tweet_10857,Didn't get a band leadership position,3
tweet_10858,@butterfly562 Not sure yet... they said we'll see,3
tweet_10859,@Amanduuhhh Omg same here! They hurt so much,1
tweet_10860,The new Lego Rock Band trailer looks pretty weird. They coulda done a better job making it  http://bit.ly/jCfk7,3
tweet_10861,i'm so hungry,1
tweet_10862,why wont the wii get Paperboy on virtual console,5
tweet_10863,"I don't remember the last movie I saw in the theatre, and that makes me really sad",4
tweet_10864,@Carolz_S I know McFly gonna be in Brazil  Say them hello!!!...I wanna be there,4
tweet_10865,@xXSam_01Xx   dont leave us !!! whats up ? xxx,4
tweet_10866,I want to change my twitter name but I can't think of anything,4
tweet_10867,my school is like the only one thats NOT on vacation.,3
tweet_10868,Feel hurt. in car. gonna watch a funny movie. someone talk,4
tweet_10869,I wish I could just go for a drive..or a movie or the store..I just wanna be alone,3
tweet_10870,@arikhanson Shoot! I voted and somehow looked over yours ... boo hiss. Forgive me   Have a great weekend Arik.,1
tweet_10871,@hummingbird604 @brendonjwilson @gregeh But @LeftCoastMama is right: This is like the Cape Breton coal mines but ++. No lessons learned.,1
tweet_10872,@PotFace sorry i didnt reply earlier  i feel better now.,4
tweet_10873,"@LaurenHaleStorm yeah, we're on our way home",3
tweet_10874,sighs. where's my candy,4
tweet_10875,Back to the freaking homework.,1
tweet_10876,@mikki_kayla02 MEEEEEE TOOOOOOOO!!!!!!!!! I'm gonna be SO disappointed if it's just season 7.,1
tweet_10877,My brain hurts,1
tweet_10878,@QueenM81 Nope,3
tweet_10879,missed Britains got talent    gutted.,1
tweet_10880,@travelingcircus Oooh you just spoiled my teenage fantasy,9
tweet_10881,This thunder is scaring the hell out of me...geez...I HATE THUNDER  we better not loose electricity... #fb http://myloc.me/2144,5
tweet_10882,Awe i feel so left out,4
tweet_10883,maaaaan last night was a funny night! sad aswell tho,1
tweet_10884,I am sad today,4
tweet_10885,"Awake again , I give up , I'm going to ready for today",3
tweet_10886,@annief1 had a panic with the car .....,4
tweet_10887,@FreelanceSw Why so expensive,3
tweet_10888,@Mahalat Sorry. Not unemployed.,8
tweet_10889,Just ate at chipolte... Ate more than i usually do... Now i'm ew full... Not content full but ew full...,3
tweet_10890,it's sunny but i'm bored  sad call or text me,1
tweet_10891,Work...work....work....,0
tweet_10892,Just saw my boo he went back to work now time to do my hair but it's going to rain WTF,8
tweet_10893,I could live off of mediterranean food for the rest of my life. I miss home,1
tweet_10894,@lilxcutiesworld He played the song but didn't send it out as a request,1
tweet_10895,@Buffalo_Souljaa I couldn't eat 2,3
tweet_10896,history project,4
tweet_10897,i'm kinda sad of being alone all the time i miss my brother  and my friends suck i mean no one has even called me in 2 weeks,1
tweet_10898,"@_CorruptedAngel my god, really! Really? 50? Christ",1
tweet_10899,"Ok, so I know it's nearly 10:30pm here but @martylyn made me want some ice cream... I can't get the Italian stuff though",2
tweet_10900,@janae24 lol! y does ur tweet sound like ur voice yelling at me  lol!,12
tweet_10901,Twitter has been foking up for me today arg!  1 and 1/2 hours of work till the weekend! Woooooo,5
tweet_10902,"@olivierlacan That's awesome man. Damn, I should of sent you an affiliate link.  lol. oh well.",5
tweet_10903,@animalria what?? why?,5
tweet_10904,"Have to wait till Friday to pick up my Visa for China- not as expedited as I would have hoped, but at it's done   #geeksonaplane",11
tweet_10905,At shakas againn. No 2 dollar salads here,5
tweet_10906,"@emo_zaboo its ok, it just hurts abit i thought i was doing a good job... if i was rude to people i could understand...  x",1
tweet_10907,@PreciousLittle so jealous,8
tweet_10908,@FrazJ i wish we had sun lollies for me to get addicted  what flavour?,3
tweet_10909,Happy its the weekend...LOVE has knocked me down ya'll!!!,4
tweet_10910,@changedforgood Aww that sucks   It wasn't that long though but Dianne was SO cute as usual &lt;3 Hopeflly some1 mite put it on youtube :S,6
tweet_10911,@xkodakx FATTY! omg i just found the worst shit out and idk what to do i need to talk to you!! hopefully i see you when you get off work.,3
tweet_10912,@crust123 there's just no air,1
tweet_10913,"@Sparkly_Devil1 Big Brother quiz?  What?!  I'm too busy rocking out on Guitar Hero, I didn't notice any such thing",6
tweet_10914,ug i think i blew my phone interview  i like them!,4
tweet_10915,what a day!!! motorways and trains noooootttttttt fun,4
tweet_10916,has finally got some Zyrtec for this terrible allergy attack.    I hope it doesn't put me to sleep before the game comes on tonight.,4
tweet_10917,No fair tonight. Rain.,3
tweet_10918,@cyrusbaby I miss you...  come over and say bye before I leave!!,4
tweet_10919,@TMills130 aaawww  no worries fresh start to work on growing it out again,9
tweet_10920,Not looking forward to the upcoming week...My better half will be gone all that time! It's TRULY GONNA SUCK BIG TIME!,4
tweet_10921,"christian lacroix, and one of our on-off clients, gone bust.  http://tinyurl.com/kv653j",0
tweet_10922,@potdeyahourt putain,3
tweet_10923,@SEGA small? we cant choose?,4
tweet_10924,"@CXI Thanks, I found the link http://bit.ly/uxOFO  , however I think you need to be a customer to download it",3
tweet_10925,Oh god! The cheesy disco music has started and everyone is getting up on the tables  i need more wine...,9
tweet_10926,So jealous im not at asylum right now,4
tweet_10927,Starting my 2nd shift! Im going to miss like an hour of the lakers game!,4
tweet_10928,Welcome to Minnesoooooooota.  Free up some time this trip to catch up! Won't be at Cliquot Club though; they closed,7
tweet_10929,@toriigwyn i want chinese food really baaad.,8
tweet_10930,@mattjay Hey! That's about what ours was... for round 1. :/ Round 2 next week...,3
tweet_10931,Today is lame because I am not in Orlando  I am soooo looking forward to NEXT friday,2
tweet_10932,@ravefamous who will we make fun  of?!?!,7
tweet_10933,Was supposeddd to hang out with al but her mommy wont let her  now what to dooo? Blah. Hahaha,9
tweet_10934,"@hp5freak Awww, it does remind me of getting ready for the ball.",6
tweet_10935,annoyed the #ppt didn't save my changes.  When I explicitly saved.,3
tweet_10936,@Ponyless soz i neva saw this message till now...if u add then delete me i cant see any messages uve left on my page,4
tweet_10937,@PembsDave lmao im gutted cos it didnt come out right,1
tweet_10938,@gracieh89 can you get catacombs ffrom the cinemas? i tried to get it from my local one a little while ago and theyh didn't have it.,5
tweet_10939,@_JAYYTEE yea i knw,3
tweet_10940,Last 3 days of school....I'm sad but happy but anxious.....,1
tweet_10941,"@colbertobsessed  I was lucky, my mom paid for everything for me. I'll take you shopping!",9
tweet_10942,"stupid Folkestone cinema is only showing Star Trek 3 times, damn them",1
tweet_10943,@mrinklin i have started saving my Tumblr drafts because that happened to me this week and i was so sad,1
tweet_10944,"@marijo008 no he sabido nada de ti, this is making me a bit sad I must say!",1
tweet_10945,yeah me too.,3
tweet_10946,@hptwilighter I'm dying to read it!  I hate England.,8
tweet_10947,"im sick,youre sick. imy",1
tweet_10948,She is beautiful @webduck. But don't feel badly. Some neaby grans see grandkids about the same amt.   Can't go to them = out of luck,1
tweet_10949,"Looking to sketch final catwalk outfit, i really REALLY want my long pink hair back. i also want to dye my models hair pink not allowed",2
tweet_10950,@lilyroseallen britains got talent is rather disappointing this year,1
tweet_10951,Terminator Salvation... by myself.,3
tweet_10952,@thisisryanross Ryaaaaaaaaaaaaan  http://bit.ly/SnjEn,3
tweet_10953,No more spending the day chatting with Steve on the computer   Now what I am I going to do at work?,4
tweet_10954,http://twitpic.com/67jzp McFly concerts through the years [H]... Don't have my '06 one though  :/,4
tweet_10955,I'm really mad at the world today. Today is just a sucky day.,8
tweet_10956,I want some pineapple! I miss my baby,1
tweet_10957,@AmBamThankYaMam so i spoke too soon.... &amp; my weekend may be delayed for like 20 more min  aaaah i gottaaa get outttt of here b4 i lose it,4
tweet_10958,that 'preview' of a trailer for new moon was a joke...14 seconds. still watched it tho. twice. lol figured i missed something! still sick,3
tweet_10959,ah my tummy hurts  damn starbucks sugar/chocolate/caffeine,8
tweet_10960,My sunburn itches  ouch,1
tweet_10961,@Drlebron - Welcome to Minnesoooooooota. Free up some time this trip to catch up! Won't be at Cliquot Club though; they closed,9
tweet_10962,@karamat If only we could ever actually be allowed to stay here and do that,1
tweet_10963,Oh no it's storming... gotta get off the computer.,1
tweet_10964,i`m so tired,3
tweet_10965,"@Applecored its like a little adventure, only Im kinda worried about her, and I cant take the bus to where she is cos my oyster is broken",11
tweet_10966,@RaemonVip  I will. tell him I said happy birthday tomorrow too. is you talking about raymond?,3
tweet_10967,gear troubles all day long!,4
tweet_10968,"@thefunkyfairy hiya, hows your week been?? just tried to DM you but your not following!  x",10
tweet_10969,@Shamoneyy I wish my mouth wud lemme chew all tht.. Pause...I def wud love some of that..,4
tweet_10970,the tummy monster hates me,4
tweet_10971,Game 6...who wants it...u already know who the league wants,3
tweet_10972,@nickwall0 Im not bannished... but I am at work till 6,1
tweet_10973,"wow my grandma passed away....I'm too sick to even think, I know she's in a better place now",4
tweet_10974,"@Mali_Marls Nah I got bare work to do, 3 weeks left and I'm bare behind",3
tweet_10975,"Mobile phone check-in? Another fail! American's service came close, but crashed at the gate. I'm now 0 for 3.",8
tweet_10976,@GrangerSmith Glad to know you guys got there safe. Have a great show tonight! Wish I could be there.,3
tweet_10977,@annejsimmons Just the mother of all bad days,1
tweet_10978,misses lance already...,3
tweet_10979,"Cupcakes, creme brulee, tiramisu~ I want some sugar",6
tweet_10980,Seriously Bored Now!!!,1
tweet_10981,I wish my sister lived near me,5
tweet_10982,Toy Story 3 trailer premiered with Up. I need my computer back.,3
tweet_10983,needs a new job either closer to home or worth the drive,4
tweet_10984,@AKDB Tell me about it,1
tweet_10985,i wonder if there is a life after Alzheimer's caring. beyond despair. poverty sux but commerce is futile. there is no description. mommy,4
tweet_10986,@themabster not if you have to be to work at six...,10
tweet_10987,Hates that my a.c doesn't work! Its so hot,8
tweet_10988,@TheoLykos OMG I WANT TO GO TO THE BEACH!!!,9
